all/school_base.csv.DBN,all/school_base.csv.School Name,all/school_base.csv.School Type,all/school_base.csv.Total Parent Response Rate (%),all/school_base.csv.Total Teacher Response Rate (%),all/school_base.csv.Total Student Response Rate (%),class
84K791,Brooklyn Dreams Charter School,ES,15,0,,True
06M319,M.S. 319 - Maria Teresa,MS,97,89,98.0,False
15K418,P.S. 372 -The Children's School,ES,36,61,,False
31R002,I.S. R002 George L. Egbert,MS,60,65,96.0,True
04M964,Central Park East II,ES,72,90,,False
01M515,Lower East Side Preparatory High School,HST,64,100,96.0,False
75K721,P.S. K721 - Brooklyn Occupational Training Center,D75,27,88,100.0,False
09X227,Bronx Collegiate Academy,HS,42,97,80.0,False
84Q359,Academy of the City Charter School,ECC,40,94,,False
29Q136,P.S. 136 Roy Wilkins,ES,94,100,,False
05M092,P.S. 092 Mary McLeod Bethune,ES,100,100,,False
02M040,P.S. 040 Augustus Saint-Gaudens,ES,41,63,,False
14K297,P.S. 297 Abraham Stockton,ES,79,100,,True
21K215,P.S. 215 Morris H. Weiss,ES,59,91,,False
29Q238,I.S. 238 - Susan B. Anthony Academy,MS,27,52,61.0,True
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,ES,84,78,,True
31R055,P.S. 055 Henry M. Boehm,ES,87,91,,True
84X258,Tech International Charter School,MS,100,90,100.0,True
13K020,P.S. 020 Clinton Hill,ES,69,100,,False
84K536,Community Roots Charter School,ES,80,80,88.0,False
12X129,P.S. 129 Twin Parks Upper,MS,61,95,91.0,False
31R460,Susan E. Wagner High School,HS,45,97,84.0,True
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,ECC,64,94,,False
24Q102,P.S. 102 Bayview,ES/MS,40,100,98.0,False
29Q498,Humanities & Arts Magnet High School,HS,53,86,85.0,True
31R014,P.S. 014 Cornelius Vanderbilt,ES,56,54,,True
27Q253,P.S. 253,ES,82,94,,False
84K333,Explore Exceed Charter School,ECC,78,100,,False
15K442,New Horizons School,MS,39,56,89.0,True
03M208,P.S. 208 Alain L. Locke,ES,88,100,,True
19K290,P.S. 290 Juan Morel Campos,ES,31,70,,False
24Q600,Queens Vocational and Technical High School,HS,18,89,92.0,True
16K026,P.S. 026 Jesse Owens,ES,68,95,,False
31R046,P.S. 046 Albert V. Maniscalco,ES,81,92,,False
17K408,Academy of Hospitality and Tourism,HS,26,72,84.0,True
18K268,P.S. 268 Emma Lazarus,ES,66,81,,False
03M149,P.S. 149 Sojourner Truth,ES/MS,53,73,90.0,True
84K406,Teaching Firms of America-Professional Preparatory Charter School,ECC,66,84,,False
10X225,Theatre Arts Production Company School,MS/HS,38,66,74.0,True
23K671,MOTT HALL BRIDGES ACADEMY,MS,70,81,82.0,False
26Q186,P.S. 186 Castlewood,ES,80,85,,False
84M478,Inwood Academy for Leadership Charter School,MS,81,100,98.0,False
02M429,Legacy School for Integrated Studies,HS,5,73,57.0,True
30Q227,I.S. 227 Louis Armstrong,MS,81,77,92.0,False
31R061,I.S. 061 William A Morris,MS,50,96,96.0,True
11X160,P.S. 160 Walt Disney,ES,27,100,,False
75K373,P.S. 373 - Brooklyn Transition Center,D75,31,58,97.0,True
24Q019,P.S. 019 Marino Jeantet,ES,82,86,,False
02M150,P.S. 150,ES,53,92,,False
03M145,"P.S. 145, The Bloomingdale School",ES,53,78,,True
08X559,School for Tourism and Hospitality,HS,71,80,88.0,True
84Q304,VOICE Charter School of New York,ES,71,90,,False
04M171,P.S. 171 Patrick Henry,ES/MS,100,96,98.0,False
84M068,KIPP Washington Heights Middle School,MS,96,83,,False
23K363,Brownsville Collaborative Middle School,MS,76,100,99.0,False
32K556,Bushwick Leaders High School for Academic Excellence,HS,27,63,68.0,True
01M137,P.S. 137 John L. Bernstein,ES,74,79,,True
20K259,J.H.S. 259 William Mckinley,MS,69,99,90.0,False
84Q342,Rochdale Early Advantage Charter School,ECC,93,100,,False
21K410,Abraham Lincoln High School,HS,17,92,74.0,True
09X313,I.S. 313 School of Leadership Development,MS,34,60,86.0,True
05M517,Teachers College Community School,ECC,82,100,,False
28Q048,P.S. 048 William Wordsworth,ES,71,93,,True
17K625,Paul Robeson High School,HS,9,50,53.0,True
32K291,J.H.S. 291 Roland Hayes,MS,67,100,92.0,True
17K489,W.E.B. Dubois Academic High School,HST,30,100,75.0,False
84K797,New Hope Academy Charter School,ES,73,56,,False
11X544,High School for Contemporary Arts,HS,23,70,51.0,True
07X600,Alfred E. Smith Career and Technical Education High School,HS,42,72,87.0,True
84K693,Believe Northside Charter High School,HS,21,100,95.0,False
06M048,P.S. 048 P.O. Michael J. Buczek,ES,62,77,,False
27Q480,John Adams High School,HS,11,81,61.0,True
30Q152,P.S. 152 Gwendoline N. Alleyne School,ES,48,43,100.0,False
03M087,P.S. 087 William Sherman,ES,40,45,,True
09X525,Bronx Leadership Academy High School,HS,32,86,79.0,True
12X134,P.S. 134 George F. Bristow,ES,67,98,,False
84X482,Dr. Richard Izquierdo Health and Science Charter School,MS,72,100,97.0,True
84K792,The Cultural Arts Academy at Spring Creek Charter School,ECC,82,100,,False
10X447,CRESTON ACADEMY,MS,100,100,96.0,False
18K598,Middle School of Marketing and Legal Studies,MS,70,100,85.0,True
10X045,Thomas C. Giordano Middle School 45,MS,21,36,94.0,True
75X188,P.S. X188,D75,38,79,88.0,True
24Q290,P.S. 290,ECC,89,100,,False
03M054,J.H.S. 054 Booker T. Washington,MS,68,84,97.0,False
84X133,Icahn Charter School 6,ECC,86,100,,False
08X558,Westchester Square Academy,HS,29,100,65.0,False
19K260,P.S. 260 Breuckelen,ES,93,70,,False
84K777,Ocean Hill Collegiate Charter School,MS,77,100,96.0,False
12X300,The School of Science and Applied Learning,ES,51,90,,False
29Q033,P.S. 033 Edward M. Funk,ES,64,68,,False
09X412,Bronx High School of Business,HS,5,100,91.0,True
28Q190,J.H.S. 190 Russell Sage,MS,42,90,97.0,True
03M505,Edward A. Reynolds West Side High School,HST,12,93,46.0,False
24Q061,I.S. 061 Leonardo Da Vinci,MS,69,59,96.0,True
25Q285,World Journalism Preparatory: A College Board School,MS/HS,32,78,88.0,True
11X415,Christopher Columbus High School,HS,5,78,76.0,True
02M655,Life Sciences Secondary School,MS/HS,15,62,48.0,True
14K319,P.S. 319,ECC,100,92,,False
19K660,W. H. Maxwell Career and Technical Education High School,HS,75,98,82.0,False
04M050,P.S. 050 Vito Marcantonio,ES/MS,34,89,92.0,True
17K531,"School for Human Rights, The",MS/HS,59,100,97.0,False
06M278,PS/MS 278-Paula Hedbavny School,ES/MS,93,100,100.0,False
06M368,Hamilton Heights School,ES,77,76,,True
84K355,Williamsburg Collegiate Charter School,MS,82,97,97.0,False
08X537,Bronx Arena High School,HST,4,81,38.0,False
02M533,Union Square Academy for Health Sciences,HS,57,100,87.0,False
25Q184,P.S. 184 Flushing Manor,ES,89,94,,False
04M102,P.S. 102 Jacques Cartier,ES,87,97,,False
31R003,P.S. 003 The Margaret Gioiosa School,ES,89,100,,False
16K455,Boys and Girls High School,HS,14,71,35.0,False
05M362,Columbia Secondary School,MS/HS,26,57,76.0,True
30Q166,P.S. 166 Henry Gradstein,ES,53,68,,False
84M320,Manhattan Charter School,ES,96,100,,False
84K785,Imagine Me Leadership Charter School,ECC,36,29,,True
24Q087,P.S. 087 Middle Village,ES/MS,39,42,92.0,False
30Q092,P.S. 092 Harry T. Stewart Sr.,ES,86,62,,False
08X366,Urban Assembly Academy of Civic Engagement,MS,39,64,87.0,False
75K077,P.S. K077,D75,54,42,93.0,False
17K138,P.S. 138 Brooklyn,ES/MS,56,69,90.0,False
04M497,Central Park East I,ES,70,93,,False
12X150,P.S. 150 Charles James Fox,ES,70,91,,False
01M019,P.S. 019 Asher Levy,ES,96,97,,False
02M473,Washington Irving Yabc,YABC,12,76,63.0,False
13K265,Dr. Susan S. McKinney Secondary School of the Arts,MS/HS,24,62,70.0,True
84M384,Success Academy Charter School - Harlem 2,ES,27,50,,False
19K214,P.S. 214 Michael Friedsam,ES,71,67,,False
32K554,All City Leadership Secondary School,MS/HS,38,86,91.0,False
29Q355,Collaborative Arts Middle School,MS,47,78,97.0,True
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS,45,61,96.0,True
32K145,P.S. 145 Andrew Jackson,ES,78,95,,True
27Q183,P.S. 183 Dr. Richard R. Green,ES/MS,53,91,97.0,False
75X168,P.S. 168,D75,36,58,62.0,True
09X232,I.S. 232,MS,90,94,97.0,False
31R455,Tottenville High School,HS,27,92,85.0,False
23K697,Teachers Preparatory High School,MS/HS,40,71,81.0,True
26Q216,J.H.S. 216 George J. Ryan,MS,41,86,98.0,True
84K726,Fahari Academy Charter School,MS,75,100,94.0,True
29Q231,I.S. 231 Magnetech 2000,MS,27,81,92.0,True
12X372,Urban Assembly School for Wildlife Conservation,MS/HS,30,84,95.0,False
84K395,Roads Charter School I,HS,12,7,45.0,False
26Q221,P.S. 221 The North Hills School,ES,78,91,,False
75K811,P.S. K811 Connie Lekas School,D75,37,76,95.0,False
07X162,J.H.S. 162 Lola Rodriguez De Tio,MS,51,95,91.0,True
12X217,School of Performing Arts,MS,66,91,84.0,True
30Q148,P.S. 148 Queens,ES,70,87,,False
31R026,P.S. 026 The Carteret School,ES,81,100,,False
13K412,"Brooklyn Community High School of Communication, Arts and Media",HS,30,89,94.0,True
29Q116,PS/IS 116 William C. Hughley,ES/MS,49,100,94.0,False
27Q105,P.S. 105 The Bay School,ES/MS,44,90,97.0,False
19K502,FDNY High School for Fire and Life Safety,HS,38,96,80.0,True
11X567,Linden Tree Elementary School,ECC,95,88,,False
12X057,P.S. 057 Crescent,ES,67,100,,False
27Q302,"Queens High School for Information, Research, and Technology",HS,51,90,79.0,True
29Q251,P.S. 251 Queens,ECC,61,96,,False
29Q326,CAMBRIA HEIGHTS ACADEMY,HS,72,100,95.0,False
26Q173,P.S. 173 Fresh Meadows,ES,89,98,,False
84R067,John W. Lavelle Preparatory Charter School,MS/HS,67,97,99.0,False
26Q205,P.S. 205 Alexander Graham Bell,ES,56,81,,False
31R048,P.S. 048 William C. Wilcox,ES,73,100,,False
29Q015,P.S. 015 Jackie Robinson,ES,75,83,,False
32K086,P.S. 086 The Irvington,ES,91,100,,False
28Q284,York Early College Academy,MS/HS,57,100,98.0,False
84M518,East Harlem Scholars Academy Charter School,ECC,75,100,,False
84M284,Harlem Children's Zone Promise Academy 1 Charter School,ES/MS/HS,67,87,90.0,True
84K648,Bedford Stuyvesant Collegiate Charter School,MS,46,100,98.0,False
15K295,P.S. 295,ES,82,97,,False
12X211,P.S. 211,ES/MS,86,88,98.0,False
20K229,P.S. 229 Dyker,ES/MS,72,87,97.0,False
10X524,Crotona International High School,HS,24,92,91.0,False
12X691,Bronx Little School,ES,63,84,,False
11X106,P.S. 106 Parkchester,ES,77,100,,False
23K073,P.S. 073 Thomas S. Boyland,ES/MS,87,84,96.0,True
27Q045,P.S. 045 Clarence Witherspoon,ES,73,97,100.0,True
24Q550,High School for Arts and Business,HS,29,100,78.0,False
10X308,Bronx Dance Academy School,MS,81,100,99.0,True
21K348,High School of Sports Management,HS,26,100,91.0,True
10X396,P.S. 396,ES,64,97,,False
25Q025,I.S. 025 Adrien Block,MS,70,98,98.0,True
14K257,P.S. 257 John F. Hylan,ES,69,100,,False
84K652,Brooklyn Ascend Charter School,ES,40,90,100.0,True
30Q126,Albert Shanker School for Visual and Performing Arts,MS,12,74,89.0,False
10X024,P.S. 024 Spuyten Duyvil,ES,45,54,,True
02M414,N.Y.C. Museum School,HS,19,52,99.0,True
20K503,PS 503: The School of Discovery,ES,81,90,,False
11X016,P.S. 016 Wakefield,ES,34,100,,True
27Q042,P.S./M.S 042 R. Vernam,ES/MS,53,92,94.0,True
14K126,John Ericsson Middle School 126,MS,98,88,98.0,False
17K249,P.S. 249 The Caton,ES,93,98,,False
75X010,P.S. X010,D75,44,68,88.0,False
31R032,P.S. 032 The Gifford School,ES,87,95,,False
17K548,Brooklyn School for Music & Theatre,HS,40,100,81.0,True
75M169,P.S. M169 - Robert F. Kennedy,D75,74,78,97.0,False
21K128,P.S. 128 Bensonhurst,ES,81,89,,False
04M155,P.S. 155 William Paca,ES,79,97,,True
08X424,The Hunts Point School,MS,55,85,89.0,True
15K261,P.S. 261 Philip Livingston,ES,46,72,,False
17K354,The School of Integrated Learning,MS,84,100,97.0,False
08X507,Stevenson Yabc,YABC,43,84,69.0,False
14K586,Lyons Community School,MS/HS,26,98,75.0,True
84K508,Achievement First Endeavor Charter School,ES/MS,56,77,95.0,False
26Q098,P.S. 098 The Douglaston School,ES,53,100,,False
20K971,P.S. 971,ECC,91,76,,False
12X190,E.S.M.T- I.S. 190,MS,83,61,97.0,True
84K979,Uncommon Charter HS 2,HS,73,100,94.0,False
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),MS,87,53,86.0,False
19K311,Essence School,MS,36,83,96.0,True
75K753,P.S. K753 - School for Career Development,D75,82,70,80.0,False
13K657,Downtown Brooklyn Yabc,YABC,11,100,58.0,False
13K003,P.S. 003 The Bedford Village,ES,71,95,,False
02M419,Landmark High School,HS,46,100,69.0,True
15K462,Secondary School for Law,MS/HS,43,97,90.0,True
75R721,THE RICHARD H. HUNGERFORD SCHOOL,D75,67,85,100.0,False
08X562,Blueprint Middle School,MS,49,71,95.0,False
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),MS/HS,37,87,87.0,True
22K052,P.S. 052 Sheepshead Bay,ES,64,98,,True
21K329,P.S. 329 Surfside,ES,92,63,,True
18K617,High School for Innovation in Advertising and Media,HS,20,85,64.0,True
15K039,P.S. 039 Henry Bristow,ES,65,100,,False
04M083,P.S. 083 Luis Munoz Rivera,ES,73,100,,False
02M575,Manhattan Comprehensive Night and Day High School,HST,19,86,78.0,False
21K239,Mark Twain I.S. 239 for the Gifted & Talented,MS,86,97,99.0,False
02M047,47 The American Sign Language and English Secondary School,HS,40,90,95.0,False
20K445,New Utrecht High School,HS,49,86,75.0,True
05M123,P.S. 123 Mahalia Jackson,ES/MS,32,62,74.0,True
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,ECC,62,83,,True
08X305,Pablo Neruda Academy for Architecture and World Studies,HS,44,97,86.0,True
06M328,M.S. 328 - Manhattan Middle School for Scientific Inquiry,MS,84,100,87.0,False
09X064,P.S. 064 Pura Belpre,ES,42,63,,True
08X408,Herbert H. Lehman Yabc,YABC,90,100,79.0,False
11X189,Cornerstone Academy for Social Action,ES,65,87,,False
31R470,Concord High School,HST,45,100,82.0,False
24Q125,I.S. 125 Thom J. McCann Woodside,MS,60,94,96.0,False
22K217,P.S. 217 Colonel David Marcus School,ES,58,62,,False
31R047,CSI High School for International Studies,HS,61,91,95.0,False
12X214,P.S. 214,ES/MS,67,94,100.0,True
24Q081,P.S. 81Q Jean Paul Richter,ES,96,100,,False
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,HS,23,81,89.0,True
10X284,Bronx School of Law and Finance,HS,24,92,66.0,True
02M260,M.S. 260 Clinton School Writers & Artists,MS,40,100,94.0,False
01M301,"Technology, Arts, and Sciences Studio",MS,39,100,92.0,False
24Q485,Grover Cleveland High School,HS,10,87,53.0,True
21K540,John Dewey High School,HS,17,85,40.0,True
10X056,P.S. 056 Norwood Heights,ES,88,100,,False
08X312,Millennium Art Academy,HS,21,85,71.0,True
03M541,Manhattan / Hunter Science High School,HS,30,93,87.0,False
14K561,Williamsburg Preparatory School,HS,32,96,83.0,False
04M409,Coalition School for Social Change,HS,16,93,73.0,True
15K169,P.S. 169 Sunset Park,ES,64,76,,False
22K139,P.S. 139 Alexine A. Fenty,ES,60,86,,True
17K467,Erasmus Yabc,YABC,77,100,84.0,False
07X500,Hostos-Lincoln Academy of Science,MS/HS,14,69,88.0,True
13K571,M.S. 571,MS,45,33,93.0,True
06M457,George Washington Yabc,YABC,23,50,78.0,False
20K310,P.S. 310,ECC,88,89,,False
27Q065,P.S. 65 - The Raymond York Elementary School,ES,77,95,,False
31R034,I.S. 034 Tottenville,MS,99,100,100.0,False
09X325,Urban Science Academy,MS,42,94,96.0,True
84X706,Harriet Tubman Charter School,ES/MS,92,73,95.0,False
15K684,Millennium Brooklyn HS,HS,39,100,96.0,False
06M152,P.S. 152 Dyckman Valley,ES,80,67,,True
20K163,P.S. 163 Bath Beach,ES/MS,43,47,98.0,False
04M096,P.S. 096 Joseph Lanzetta,ES/MS,57,80,92.0,True
03M241,STEM Institute of Manhattan,ES,66,82,,True
75M751,Manhattan School for Career Development,D75,20,88,88.0,True
14K016,P.S. 016 Leonard Dunkly,ES,95,96,,False
08X540,School for Community Research and Learning,HS,23,86,64.0,True
13K287,P.S. 287 Bailey K. Ashford,ES,88,75,,False
31R052,P.S. 052 John C. Thompson,ES,82,69,,False
23K522,Mott Hall IV,MS,76,100,99.0,False
11X021,P.S. 021 Philip H. Sheridan,ES,54,80,,False
29Q494,"Law, Government and Community Service High School",HS,4,85,62.0,True
20K505,Franklin Delano Roosevelt High School,HS,42,98,79.0,True
20K682,THE ACADEMY OF TALENTED SCHOLARS,ES,84,100,,False
29Q356,Community Voices Middle School,MS,34,83,85.0,True
75Q177,P.S. Q177,D75,35,54,100.0,False
22K425,James Madison High School,HS,25,54,82.0,False
04M146,P.S. 146 Ann M. Short,ES,45,87,,False
02M006,P.S. 006 Lillie D. Blake,ES,65,88,,False
15K024,P.S. 024,ES,66,95,,False
10X213,Bronx Engineering and Technology Academy,HS,16,68,34.0,True
30Q286,"Young Women's Leadership School, Astoria",MS/HS,83,68,99.0,False
31R024,I.S. 024 Myra S. Barnes,MS,78,83,98.0,True
84X346,South Bronx Classical Charter School,ES,93,86,,True
29Q147,PS/MS 147 Ronald McNair,ES/MS,48,61,95.0,False
02M408,Professional Performing Arts High School,MS/HS,32,96,88.0,True
28Q470,Jamaica High School,HS,23,64,66.0,True
17K705,Brooklyn Arts and Science Elementary School,ECC,74,82,,False
11X019,P.S. 019 Judith K. Weiss,ES/MS,57,97,100.0,False
28Q690,High School for Law Enforcement and Public Safety,HS,18,97,73.0,True
15K029,P.S. 029 John M. Harrigan,ES,73,85,,False
05M285,Harlem Renaissance High School,HST,21,100,69.0,False
01M292,Henry Street School for International Studies,MS/HS,48,94,74.0,False
07X157,P.S. 157 Grove Hill,ES,49,64,,False
11X287,The Forward School,MS,53,89,91.0,True
08X375,The Bronx Mathematics Preparatory School,MS,66,81,94.0,True
27Q223,P.S. 223 Lyndon B. Johnson,ES,76,63,,False
03M250,M.S. 250 West Side Collaborative Middle School,MS,64,94,94.0,False
16K627,Brighter Choice Community School,ES,100,100,,False
01M364,Earth School,ES,58,87,,False
12X212,P.S. 212,ES/MS,39,70,91.0,True
31R063,Marsh Avenue School for Expeditionary Learning,MS,82,97,92.0,False
24Q088,P.S. 088 Seneca,ES,73,76,,True
32K075,P.S. 075 Mayda Cortiella,ES,78,96,,True
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,ES,49,91,,False
27Q047,P.S. 047 Chris Galas,ES/MS,100,95,95.0,False
75Q721,John F. Kennedy Jr. School,D75,39,60,96.0,False
10X696,High School of American Studies at Lehman College,HS,36,100,96.0,False
84Q706,Our World Neighborhood Charter School,ES/MS,42,78,99.0,False
13K011,P.S. 011 Purvis J. Behan,ES,68,67,,False
19K292,J.H.S. 292 Margaret S. Douglas,MS,55,94,95.0,True
03M860,Frederick Douglass Academy II Secondary School,MS/HS,20,86,80.0,True
19K510,World Academy for Total Community Health High School,HS,27,85,74.0,True
13K266,M.S. K266 - Park Place Community Middle School,MS,28,100,90.0,False
31R051,I.S. 051 Edwin Markham,MS,37,88,95.0,True
84M524,Innovate Manhattan Charter School,MS,22,28,67.0,True
10X226,P.S. 226,ES,53,72,,True
22K198,P.S. 198 Brooklyn,ES,33,81,,False
09X555,Mount Eden Children's Academy,ECC,96,100,,False
75Q075,Robert E. Peary School,D75,28,35,97.0,True
17K167,P.S. 167 The Parkway,ES,36,38,,True
14K250,P.S. 250 George H. Lindsay,ES,91,63,,False
05M514,New Design Middle School,MS,24,88,76.0,False
01M378,School for Global Leaders,MS,71,96,93.0,False
28Q117,P.S. 117 J. Keld / Briarwood School,ES,79,92,,False
09X339,I.S. 339,MS,61,98,93.0,True
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",MS/HS,28,100,83.0,False
06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,ES/MS,70,95,99.0,False
19K273,P.S. 273 Wortman,ES,71,100,,False
25Q214,P.S. 214 Cadwallader Colden,ES,71,83,,True
08X367,"Archimedes Academy for Math, Science and Technology Applications",MS/HS,19,39,74.0,True
15K463,Secondary School for Journalism,MS/HS,9,87,75.0,True
30Q151,P.S. 151 Mary D. Carter,ES,49,67,,True
31R078,PS 78,ECC,65,69,,False
07X551,The Urban Assembly Bronx Academy of Letters,MS/HS,39,96,87.0,True
14K632,Frances Perkins Academy,HS,32,88,86.0,True
28Q080,P.S. 080 Thurgood Marshall Magnet,ES,83,96,,True
84M336,KIPP Infinity Charter School,ES/MS,69,78,90.0,False
02M551,Urban Assembly New York Harbor School,HS,20,89,87.0,True
84M341,Harlem Children's Zone Promise Academy II Charter School,ES/MS,84,96,100.0,True
17K375,P.S. 375 Jackie Robinson School,ES,78,93,,False
23K392,I.S. 392,MS,77,100,98.0,False
29Q208,P.S. / I.S. 208,ES/MS,90,88,98.0,False
02M397,SPRUCE STREET SCHOOL,ECC,68,83,,False
31R030,P.S. 030 Westerleigh,ES,46,71,,False
07X379,Jill Chaifetz Transfer High School,HST,27,100,65.0,False
26Q067,J.H.S. 067 Louis Pasteur,MS,34,94,97.0,True
09X443,THE FAMILY SCHOOL,ES,55,70,,True
02M531,Repertory Company High School for Theatre Arts,HS,48,92,85.0,True
84K649,La Cima Charter School,ES,100,97,,False
21K212,P.S. 212 Lady Deborah Moody,ES,73,96,,False
84Q704,Merrick Academy - Queens Public Charter School,ES,55,95,100.0,False
22K269,P.S. 269 Nostrand,ES,58,79,,True
23K631,General D. Chappie James Elementary School of Science,ES,43,92,,False
27Q207,P.S. 207 Rockwood Park,ES/MS,89,80,99.0,False
17K221,P.S. 221 Toussaint L'Ouverture,ES,63,87,,False
30Q580,Baccalaureate School for Global Education,MS/HS,37,72,98.0,False
23K493,Brooklyn Collegiate: A College Board School,MS/HS,25,39,67.0,True
